naam,volledige naam,partij,functie,db-uri,abstract
Dick Stellingwerf,Dirk Jacobus Stellingwerf,ChristenUnie,Burgemeester van Lemsterland;Burgemeester van Lemsterland;Wethouder van Ede;Wethouder van Ede;Lid Tweede Kamer;Lid Tweede Kamer;Lid gemeenteraad van Ede RPF-GPV;Lid gemeenteraad van Ede RPF-GPV;Lid Provinciale Staten van Gelderland RPF-GPV;Lid Provinciale Staten van Gelderland RPF-GPV;Lid gemeenteraad van Ede ChristenUnie;Lid gemeenteraad van Ede ChristenUnie;Lid Tweede Kamer;Lid Tweede Kamer;Burgemeester van Lemsterland;Burgemeester van Lemsterland;Lid Provinciale Staten van Gelderland RPF-GPV;Lid Provinciale Staten van Gelderland RPF-GPV;Lid gemeenteraad van Ede ChristenUnie;Lid gemeenteraad van Ede ChristenUnie;Lid gemeenteraad van Ede RPF-GPV;Lid gemeenteraad van Ede RPF-GPV;Wethouder van Ede;Wethouder van Ede;Burgemeester van Schiermonnikoog;Burgemeester van Schiermonnikoog;Waarnemend burgemeester van Schiermonnikoog;Waarnemend burgemeester van Schiermonnikoog;Burgemeester van Lemsterland;Burgemeester van Lemsterland;Wethouder van Ede;Wethouder van Ede;Lid Tweede Kamer;Lid Tweede Kamer;Lid gemeenteraad van Ede RPF-GPV;Lid gemeenteraad van Ede RPF-GPV;Lid Provinciale Staten van Gelderland RPF-GPV;Lid Provinciale Staten van Gelderland RPF-GPV;Lid gemeenteraad van Ede ChristenUnie;Lid gemeenteraad van Ede ChristenUnie;Lid Tweede Kamer;Lid Tweede Kamer;Burgemeester van Lemsterland;Burgemeester van Lemsterland;Lid Provinciale Staten van Gelderland RPF-GPV;Lid Provinciale Staten van Gelderland RPF-GPV;Lid gemeenteraad van Ede ChristenUnie;Lid gemeenteraad van Ede ChristenUnie;Lid gemeenteraad van Ede RPF-GPV;Lid gemeenteraad van Ede RPF-GPV;Wethouder van Ede;Wethouder van Ede;Burgemeester van Schiermonnikoog;Burgemeester van Schiermonnikoog;Waarnemend burgemeester van Schiermonnikoog;Waarnemend burgemeester van Schiermonnikoog,http://nl.dbpedia.org/resource/Dick_Stellingwerf,"Dirk Jacobus (Dick) Stellingwerf (Utrecht, 23 mei 1953) is een Nederlands politicus."
Ed Anker,Eize Willem Anker,ChristenUnie,Wethouder van Almere;Wethouder van Zwolle;Lid Tweede Kamer;Lid gemeenteraad Zaanstad,http://nl.dbpedia.org/resource/Ed_Anker,"Eize Willem (Ed) Anker (Beverwijk, 30 juni 1978) is een Nederlands politicus voor de ChristenUnie. Hij is sinds 26 mei 2014 wethouder in Zwolle. Van 2007 tot 2010 was hij Tweede Kamerlid en van 2012 tot 2014 wethouder in Almere."
Egbert Schuurman,Egbert Schuurman,ChristenUnie,Fractievoorzitter;Lid Eerste Kamer,http://nl.dbpedia.org/resource/Egbert_Schuurman,"Egbert Schuurman (Nieuw-Buinen, 23 juli 1937) is een Nederlandse ingenieur, filosoof en politicus voor de ChristenUnie. Van 13 september 1983 tot 7 juni 2011 had hij zitting in de Eerste Kamer, eerst voor de Reformatorische Politieke Federatie (RPF) en later voor diens opvolger de ChristenUnie. Vanwege zijn lange politieke vertegenwoordiging was hij de nestor van de Kamer."
Eimert van Middelkoop,Eimert van Middelkoop,ChristenUnie,"Ministerie van Defensie (Nederland);Minister voor Wonen, Wijken en Integratie;Lid Tweede Kamer;Lid Eerste Kamer;Fractievoorzitter GPV",http://nl.dbpedia.org/resource/Eimert_van_Middelkoop,"Eimert van Middelkoop (Berkel en Rodenrijs, 14 februari 1949) is een Nederlandse politicus voor de ChristenUnie. In het kabinet-Balkenende IV was hij minister van Defensie en minister voor Wonen, Wijken en Integratie, daarvoor zat hij in de Eerste en Tweede Kamer."
Ernst Cramer,Ernst Ariël Cramer,ChristenUnie,Lid Tweede Kamer;Lid gemeenteraad van Zeewolde;Wethouder in Zeewolde;Lid Tweede Kamer;Lid gemeenteraad van Zeewolde;Wethouder in Zeewolde,http://nl.dbpedia.org/resource/Ernst_Cramer,"Ernst Ariël (Ernst) Cramer (Amersfoort, 26 juni 1960) is een Nederlands voormalig politicus voor de ChristenUnie.Hij was vroeger lid van het Gereformeerd Politiek Verbond, een van de twee politieke partijen die in 2000 tezamen de ChristenUnie hebben gevormd.Cramer werkte eerst in allerlei technische en commerciële functies in het bedrijfsleven alvorens hij fulltime de politiek in ging.Van 1994 tot 2002 zat hij in de gemeenteraad van Zeewolde. Van 2000 tot 2004 was hij wethouder van financiën in dezelfde gemeente. In de herfst van 2004 trad hij terug als wethouder nadat hij het vertrouwen van de meerderheid van de gemeenteraad had verloren.Na zijn gemeentepolitieke periode was hij een tijdlang planeconomisch adviseur. Van 30 november 2006 tot en met 16 juni 2010 was hij lid van de Tweede Kamer. Zijn portefeuille bevatte verkeer en waterstaat, landbouw, natuur en voedselkwaliteit en financiën. Bij de Tweede Kamerverkiezingen van 2010 werd Cramer niet herkozen.Cramer werd in februari 2012 Manager European Affairs bij de Nederlandse Spoorwegen en in januari 2015 daarnaast voorzitter van de Stichting Hospice Nijkerk.Ernst Cramer is lid van de Gereformeerde Kerken vrijgemaakt."
Esmé Wiegman-van Meppelen Scheppink,Emma Eleonora Wiegman-van Meppelen Scheppink,ChristenUnie,Tweede Kamerlid;Voorzitter RPF-jongeren;Gemeenteraadslid Zwolle,http://nl.dbpedia.org/resource/Esmé_Wiegman-van_Meppelen_Scheppink,"Emma Eleonora (Esmé) Wiegman-van Meppelen Scheppink (Haarlem, 24 juli 1975) is een Nederlandse zorgmanager en voormalig politica. Van 2007 tot 2012 was zij Tweede Kamerlid voor de ChristenUnie."
Flora Lagerwerf-Vergunst,Everdien Flora Lagerwerf-Vergunst,ChristenUnie,Lid Eerste Kamer,http://nl.dbpedia.org/resource/Flora_Lagerwerf-Vergunst,"Everdien Flora (Flora) Lagerwerf-Vergunst (Ede, 23 mei 1964) is een Nederlandse politica, juriste en voormalig onderwijzeres. Van juni 2007 tot juni 2011 maakte ze namens de ChristenUnie deel uit van de Eerste Kamer der Staten-Generaal.Sinds 2001 is zij bij de rechtbank van Rotterdam werkzaam, van 2004 tot 2007 als rechter-commissaris bij de afdeling strafzaken en vanaf 1 september 2007 als rechter familierecht.Daarvoor was zij onder andere negen jaar lang werkzaam bij de Commissie Gelijke Behandeling, waarvan ze plaatsvervangend lid was (1995-2004). Ook was ze van 1994 tot 1997 docent strafrecht aan een tweetal universiteiten.Voor de ChristenUnie werd ze bij de Eerste Kamerverkiezingen 2007 gekozen in de senaat.Flora Lagerwerf-Vergunst is woonachtig in Ridderkerk en lid van de Protestantse Kerk in Nederland (PKN); zij is een dochter van predikant E.F. Vergunst. In haar woonplaats was zij in het verleden voorzitter van de kiesvereniging van de RPF, een van de twee voorlopers van de ChristenUnie, en gaf ze van 1985 tot 1988 les op een protestants-christelijke basisschool. Als nevenfuncties zat zij in de Raad van Advies van de Christelijke Hogeschool Ede en was zij secretaris van de Evangelische Hogeschool te Amersfoort."
Gert Schutte,Gerrit Jan Schutte,ChristenUnie,Utrecht (provincie);Fractievoorzitter;Tweede Kamer;Provinciale Staten (Nederland),http://nl.dbpedia.org/resource/Gert_Schutte,"Gerrit Jan (Gert) Schutte (Nieuwpoort, 24 mei 1939) is een Nederlands politicus en voormalig ambtenaar.Nadat hij de mulo had afgerond begon hij in 1956 zijn werkzame leven als gemeenteambtenaar bij de gemeente Giessenburg. Vervolgens werkte hij bij de gemeenten Schoonhoven, Elst en Nieuwpoort. In 1968 kwam hij als plaatsvervangend gemeentesecretaris bij de gemeente Zeist terecht waaraan hij tot 1981 verbonden zou blijven.Schutte volgde van 1956 tot 1965 diverse opleidingen op het gebied van de lagere overheid. Van 1969 tot 1974 gaf hij zelf les in het gemeenterecht aan een dergelijk opleidingsinstituut.Van 1974 tot 1978 zat hij voor het Gereformeerd Politiek Verbond (GPV) in de Provinciale Staten van de provincie Utrecht. In 1981 deed hij voor diezelfde partij zijn intrede in de Tweede Kamer. Tot 1989 vormde hij een eenmansfractie, daarna maakte hij tot 2001 met Eimert van Middelkoop de fractie van het GPV uit. Al die jaren was hij ook fractievoorzitter.Schutte stond bekend als 'het staatsrechtelijke geweten van de Kamer'. Hij vatte dit op als dat andere Kamerleden te weinig oog voor de staatsrechtelijke kant van het politieke bedrijf zouden hebben.Sinds 2001 was hij lid van de Kiesraad. Van 2003 tot 2005 leidde hij een onderzoek naar de HBO-fraude. Begin 2005 was hij lid van de commissie die zich bezighield met de voorbereiding van het referendum over de Europese Grondwet en in de tweede helft van 2006 leidde hij een onderzoek naar een ongeval in de binnenstad van Utrecht waarbij tijdens een concert een werftrap was bezweken waardoor er een dode was gevallen en meer dan twintig mensen gewonden raakten.Gert Schutte die ook nog columnist bij het Friesch Dagblad en de Persunie is geweest, is lid van de Gereformeerde Kerken vrijgemaakt."
Gert-Jan Maarten Segers,Gert-Jan Segers,ChristenUnie,Lid Tweede Kamer;lid Tweede Kamer;fractievoorzitter;Lid Tweede Kamer;lid Tweede Kamer;fractievoorzitter,http://nl.dbpedia.org/resource/Gert-Jan_Segers,"Gert Jan Maarten (Gert-Jan) Segers (Lisse, 9 juli 1969) is een Nederlands politicus, schrijver en zendeling. Hij was tot begin 2013 directeur van de Mr. G. Groen van Prinsterer Stichting, het wetenschappelijk instituut van de ChristenUnie, is sinds 20 september 2012 Tweede Kamerlid voor deze partij en sedert 10 november 2015 voorzitter van de Tweede Kamerfractie van de ChristenUnie."
Joël Voordewind,Joël Stephanus Voordewind,ChristenUnie,Lid Tweede Kamer;Junior beleidsmedewerker PvdA-Tweede Kamerfractie;duo-Statenlid Provinciale Staten Noord-Holland,http://nl.dbpedia.org/resource/Joël_Voordewind,"Joël Stephanus Voordewind (Sleen, 9 juli 1965) is een Nederlandse politicus voor de ChristenUnie."
Jurn de Vries,Jurjen Pieter de Vries,ChristenUnie,Amersfoort;Gemeenteraad;Eerste Kamer der Staten-Generaal;Fractievoorzitter;Amersfoort;Gemeenteraad;Eerste Kamer der Staten-Generaal;Fractievoorzitter,http://nl.dbpedia.org/resource/Jurn_de_Vries,"Jurjen Pieter (Jurn) de Vries (Vrouwenpolder, 1 februari 1940) is een voormalig Nederlands politicus. Namens het Gereformeerd Politiek Verbond (GPV) en de ChristenUnie was hij in de periode 1999 tot 2003 en in 2007 lid van de Eerste Kamer der Staten-Generaal."
Kars Veling,Kars Veling,ChristenUnie,Lijsttrekker;Politiek leider;Eerste Kamer;Tweede Kamer;Fractievoorzitter TK;Fractievoorzitter EK,http://nl.dbpedia.org/resource/Kars_Veling,"Kars Veling (Groningen, 30 juni 1948) is vooral bekend als voormalig Tweede Kamerlid en ex-fractievoorzitter van de ChristenUnie. Kars Veling is lid van de Gereformeerde Kerken vrijgemaakt."
Leen van Dijke,Leendert Cornelis van Dijke,ChristenUnie,Lid Tweede Kamer;Statenlid in Zeeland,http://nl.dbpedia.org/resource/Leen_van_Dijke,"Leendert Cornelis (Leen) van Dijke (Oosterland (Schouwen-Duiveland), 3 september 1955) is een Nederlands voormalig politicus voor de Reformatorische Politieke Federatie (RPF) en de ChristenUnie."
Meindert Leerling,Meindert Leerling,ChristenUnie,Fractievoorzitter;Lid federatiebestuur RPF;Lid Tweede Kamer RPF,http://nl.dbpedia.org/resource/Meindert_Leerling,"Meindert Leerling (Heerjansdam, 11 januari 1936) is een Nederlandse ex-politicus voor de Reformatorische Politieke Federatie (RPF). Voor deze voormalige politieke partij was hij van 1981 tot 1994 lid van de Tweede Kamer. Hij was in deze periode tevens fractievoorzitter.Leerling was oorspronkelijk (sport-)journalist. Hij werkte van 1954 tot 1971 als chef-sportredactie voor de dagbladencombinatie het Rotterdammer Kwartet waarvoor hij onder meer voetbalwedstrijden en Olympische Spelen versloeg en maakte daarna de overstap naar de Evangelische Omroep. Voor deze omroep was hij in de jaren zeventig ook journalistiek werkzaam en vanaf 1977 als tv-regisseur.In 1981 werd Leerling lijsttrekker van de RPF, een partij die zes jaar eerder was opgericht als reactie op de fusie van ARP, CHU en KVP tot CDA. Wat bij de verkiezingen van 1977 nog niet lukte, lukte onder leiderschap van Leerling wel; de RPF kwam bij de verkiezingen van 1981 als nieuwe partij met twee zetels in de Tweede Kamer. Bij de Tweede Kamerverkiezingen van 1982 werd dit resultaat geëvenaard.In 1985 ontstond een conflict tussen het Federatiebestuur van de RPF en het Kamerlid Aad Wagenaar. De laatste trad op 23 april 1985 uit de fractie en ging verder als Groep Wagenaar. Bij de verkiezingen van 1986 en die van 1989 was Leerling opnieuw lijsttrekker. Doordat de RPF slechts één zetel wist te behalen vormde hij in deze periode een eenmansfractie. Bij zijn afscheid in 1994 werd hij benoemd tot Ridder in de Orde van de Nederlandse Leeuw.Op initiatief van Leerling kwam er eind 2013 verzoening tussen hem en Wagenaar.Leerling werd als lijsttrekker en fractievoorzitter opgevolgd door Leen van Dijke. Na zijn vertrek uit de Kamer was Leerling nog actief op de achtergrond binnen de RPF en de ChristenUnie. Hij werd lid van de commissie-Cnossen, die bekijkt welke eisen aan het optreden en privéleven van ChristenUnie-politici mogen worden gesteld. De commissie-Cnossen kwam op 19 mei 2008 naar buiten met een advies aan het CU-partijbestuur. Hoofdconclusie was dat partijvertegenwoordigers de politiek die de CU voorstaat, ""geloofwaardig"" kunnen uitdragen. Leerling was het enige commissielid met een afwijkend standpunt; de partij zou volgens hem bepaalde gedragingen of levenswijzen expliciet in haar gedragscode moeten afwijzen, waaronder het samenleven in een andere relatie dan het wettig huwelijk tussen man en vrouw. Ook wilde hij uitsluiten dat rooms-katholieken de partij kunnen vertegenwoordigen.Meindert Leerling was ook voorzitter van de ChristenUnie-kiesvereniging in zijn woonplaats Bergambacht. Op 23 april 2008 nam hij afscheid van die functie, wat het einde betekende van zijn actieve politieke betrokkenheid."
Mirjam Bikker,Mirjam H. Bikker,ChristenUnie,Lid Eerste Kamer;Lid gemeenteraad van Utrecht,http://nl.dbpedia.org/resource/Mirjam_Bikker,"Mirjam H. Bikker (Gouda, 8 september 1982) is een Nederlands politicus namens de ChristenUnie."
Peter Ester,Peter Ester,ChristenUnie,Lid Eerste Kamer,http://nl.dbpedia.org/resource/Peter_Ester,"Peter Ester (Utrecht, 5 juni 1953) is een Nederlands socioloog en politicus voor de ChristenUnie. Sinds 7 juni 2011 is hij lid van de Eerste Kamer der Staten-Generaal. In de Kamer houdt hij zich bezig met economische zaken, landbouw, sociale zaken en werkgelegenheid, financiën, infrastructuur, milieu en Koninkrijksrelaties."
Remmelt de Boer,Remmelt de Boer,ChristenUnie,Lid Eerste Kamer;Lid gemeenteraad Kampen;Wethouder Kampen,http://nl.dbpedia.org/resource/Remmelt_de_Boer,"Remmelt de Boer (Steenwijk, 1 augustus 1942) is een Nederlandse pedagoog en politicus voor de ChristenUnie. Van juni 2007 tot juni 2011 was hij lid van de Eerste Kamer der Staten-Generaal. Eerder was hij gemeenteraadslid en wethouder in Kampen."
Roel Kuiper,Roelof Kuiper,ChristenUnie,Lid Eerste Kamer,http://nl.dbpedia.org/resource/Roel_Kuiper,"Roelof (Roel) Kuiper (Mariënberg, 5 april 1962) is een Nederlandse historicus, filosoof, politiek theoreticus en politicus. Hij is lid van de ChristenUnie en maakt voor deze partij sinds juni 2007 deel uit van de Eerste Kamer der Staten-Generaal.Kuiper werd in 1998 bijzonder hoogleraar in de reformatorische wijsbegeerte aan de Erasmus Universiteit Rotterdam vanuit de Vereniging voor Reformatorische Wijsbegeerte en in 2002 ook lector Samenlevingsvraagstukken aan de Christelijke Hogeschool Ede en de gereformeerde hogeschool Viaa. Daarnaast werd hij in 2003 docent politieke en sociale filosofie aan de Faculteit Wijsbegeerte aan de Vrije Universiteit Amsterdam (VU)."
Tineke Huizinga,Johanna Catharina Huizinga-Heringa,ChristenUnie,Gemeenteraad;Tweede Kamer der Staten-Generaal;Heerenveen (gemeente);VROM;Staatssecretaris Verkeer en Waterstaat,http://nl.dbpedia.org/resource/Tineke_Huizinga,"Johanna Catharina (Tineke) Huizinga-Heringa (Wouterswoude, 16 februari 1960) is een Nederlands politica voor de ChristenUnie.In het Kabinet-Balkenende IV was zij staatssecretaris van Verkeer en Waterstaat. Na de val van dat kabinet was zij tussen februari en oktober 2010 waarnemend minister van Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer in het ontstane rompkabinet."
Aat de Jonge,Aat Bram Louis de Jonge,Christen-Democratisch Appèl,Burgemeester van Dronten;Burgemeester van Houten;Burgemeester van Woudenberg;Burgemeester van Nieuwleusen;Lid Tweede Kamer;Waarnemend burgemeester van Maarn;Waarnemend burgemeester van Woudenberg,http://nl.dbpedia.org/resource/Aat_de_Jonge,"Aat Bram Louis de Jonge (Leiden, 14 januari 1953) is een Nederlands politicus van het CDA.Na het vervullen van zijn dienstplicht studeerde hij van 1974 tot 1981 rechten aan de Rijksuniversiteit Leiden. Daarnaast was hij landelijk voorzitter van CHJO; de jongerenorganisatie van de CHU.In 1981 werd hij ambtenaar bij het ministerie van Justitie en later dat jaar lid van de Tweede Kamer. Na de val van het kabinet-Van Agt II volgden in 1982 verkiezingen waarna hij niet meer terugkeerde in de Tweede Kamer. De Jonge ging weer werken bij het ministerie van Justitie waar hij plaatsvervangend hoofd werd van de afdeling algemene aangelegenheden. Vier jaar later werd hij burgemeester van de toenmalige gemeente Nieuwleusen en in 1992 volgde zijn benoeming tot de burgemeester van Houten.In 2000 stapte hij over naar het bedrijfsleven en ging werken als commercieel directeur bij Woningbouw Centraal Nederland. Twee jaar later keerde hij weer terug in de politiek als waarnemend burgemeester van Maarn en kort daarop tevens als waarnemend burgemeester van Woudenberg. In september 2003 werd De Jonge per Koninklijk Besluit alsnog burgemeester van Woudenberg en in 2004 volgde zijn benoeming tot burgemeester van Dronten. Daarnaast was hij tot 2014 voorzitter van de gebruikersvereniging Oranjewoud."
Ab Klink,Abraham Klink,Christen-Democratisch Appèl,Lid Tweede Kamer;Lid Eerste Kamer;Minister van VWS,http://nl.dbpedia.org/resource/Ab_Klink,"Abraham (Ab) Klink (Stellendam, 2 november 1958) is een Nederlands politicus van het Christen-Democratisch Appèl (CDA). Van 2007 tot 2010 was hij minister van Volksgezondheid, Welzijn en Sport in het kabinet-Balkenende IV. Daarvoor was hij van 2003 tot 2007 Eerste Kamerlid en in 2010 kortstondig Tweede Kamerlid. Sinds 2011 is hij als hoogleraar verbonden aan de Vrije Universiteit."
Ad Koppejan,Adriaan Jacobus Koppejan,Christen-Democratisch Appèl,Lid Tweede Kamer;Voorzitter CDJA,http://nl.dbpedia.org/resource/Ad_Koppejan,"Adriaan Jacobus (Ad) Koppejan (Zoutelande, 2 oktober 1962) is een Nederlands politicus. Namens het Christen-Democratisch Appèl was hij van 2006 tot 2012 lid van de Tweede Kamer der Staten-Generaal. Eerder was Koppejan voorzitter van het Christen Democratisch Jongeren Appèl (CDJA)."
Ad Lansink,Adrianus Gerhardus Wilhelmus Josephus Lansink,Christen-Democratisch Appèl,Lid Tweede Kamer;Lid gemeenteraad Nijmegen;Lid Tweede Kamer;Lid gemeenteraad Nijmegen,http://nl.dbpedia.org/resource/Ad_Lansink,"Adrianus Gerhardus Wilhelmus Josephus (Ad) Lansink (Arnhem, 6 juni 1934) is een voormalig Nederlands politicus. Namens het Christen-Democratisch Appèl (CDA) was hij van 1977 tot 1998 lid van de Tweede Kamer der Staten-Generaal."
